倉庫ID,業務区分ID,商品ID,week_code,合計出荷数
7,7,100022,240610w,5103.0
7,7,100022,240617w,6313.0
7,7,100022,240624w,6617.0
7,7,100022,240701w,6716.0
7,7,100022,240708w,6641.0
7,7,100022,240715w,6390.0
7,7,100022,240722w,6821.0
7,7,100022,240729w,7263.0
7,7,100022,240805w,7467.0
7,7,100022,240812w,6055.0
7,7,100022,240819w,6923.0
7,7,100022,240826w,6717.0
7,7,100022,240902w,6625.0
7,7,100022,240909w,6970.0
7,7,100022,240916w,6553.0
7,7,100022,240923w,5737.0
7,7,100022,240930w,6867.0
7,7,100022,241007w,7057.0
7,7,100022,241014w,5864.0
7,7,100022,241021w,6324.0
7,7,100022,241028w,7256.0
7,7,100022,241104w,5612.0
7,7,100022,241111w,5888.0
7,7,100022,241118w,5989.0
7,7,100022,241125w,7017.0
7,7,100022,241202w,6817.0
7,7,100022,241209w,6294.0
7,7,100022,241216w,7212.0
7,7,100022,241223w,11049.0
7,7,100022,250106w,7830.0
7,7,100022,250113w,5434.0
7,7,100022,250120w,5751.0
7,7,100022,250127w,6535.0
7,7,100022,250203w,5313.0
7,7,100022,250210w,6183.0
7,7,100022,250217w,6376.0
7,7,100022,250224w,6456.0
7,7,100022,250303w,5598.0
7,7,100022,250310w,6364.0
7,7,100022,250317w,5933.0
7,7,100022,250324w,6513.0
7,7,100022,250331w,6438.0
7,7,100022,250407w,5940.0
7,7,100022,250414w,6650.0
7,7,100022,250421w,5995.0
7,7,100022,250428w,7886.0
7,7,100022,250505w,5566.0
7,7,100022,250512w,6260.0
7,7,100022,250519w,6607.0
7,7,100022,250526w,6623.0
7,7,100022,250602w,6366.0
7,7,100022,250609w,6347.0
7,7,100022,250616w,6671.0
7,7,100022,250623w,7507.0
7,7,100022,250630w,6220.0
7,7,100022,250707w,7465.0
7,7,100022,250714w,7197.0
7,7,100022,250721w,6493.0
7,7,100022,250728w,7042.0
7,7,100022,250804w,8709.0
7,7,100022,250811w,6003.0
7,7,100022,250818w,7090.0
7,7,100022,250825w,7386.0
7,7,100022,250901w,7307.0
7,7,100022,250908w,8475.0
7,7,100022,250915w,6138.0
7,7,100022,250922w,6828.0
7,7,100022,250929w,7531.0
7,7,100022,251006w,8110.0
7,7,100022,251013w,6356.0
7,7,100022,251020w,7213.0
7,7,100022,251027w,7901.0
7,7,100022,251103w,7278.0
7,7,100022,251110w,7700.0
7,7,100022,251117w,9082.0
7,7,100022,251124w,8089.0
7,7,100022,251201w,8162.0
7,7,100022,251208w,8356.0
7,7,100022,251215w,8103.0
7,7,100023,240101w,6014.0
7,7,100023,240108w,6714.0
7,7,100023,240115w,7318.0
7,7,100023,240122w,7207.0
7,7,100023,240129w,6624.0
7,7,100023,240205w,7774.0
7,7,100023,240212w,6521.0
7,7,100023,240219w,6998.0
7,7,100023,240226w,8115.0
7,7,100023,240304w,7265.0
7,7,100023,240311w,6570.0
7,7,100023,240318w,6808.0
7,7,100023,240325w,6891.0
7,7,100023,240401w,7015.0
7,7,100023,240408w,7593.0
7,7,100023,240415w,8179.0
7,7,100023,240422w,10480.0
7,7,100023,240429w,7766.0
7,7,100023,240506w,7711.0
7,7,100023,240513w,7911.0
7,7,100023,240520w,7394.0
7,7,100023,240527w,7398.0
7,7,100023,240603w,7402.0
7,7,100023,240610w,7726.0
7,7,100023,240617w,7893.0
7,7,100023,240624w,8445.0
7,7,100023,240701w,8835.0
7,7,100023,240708w,9425.0
7,7,100023,240715w,7997.0
7,7,100023,240722w,8699.0
7,7,100023,240729w,8798.0
7,7,100023,240805w,9555.0
7,7,100023,240812w,7662.0
7,7,100023,240819w,8762.0
7,7,100023,240826w,8420.0
7,7,100023,240902w,8384.0
7,7,100023,240909w,8748.0
7,7,100023,240916w,7884.0
7,7,100023,240923w,7034.0
7,7,100023,240930w,8753.0
7,7,100023,241007w,8883.0
7,7,100023,241014w,7157.0
7,7,100023,241021w,7456.0
7,7,100023,241028w,8785.0
7,7,100023,241104w,7250.0
7,7,100023,241111w,7619.0
7,7,100023,241118w,7203.0
7,7,100023,241125w,8184.0
7,7,100023,241202w,8270.0
7,7,100023,241209w,8250.0
7,7,100023,241216w,9001.0
7,7,100023,241223w,13634.0
7,7,100023,250106w,9514.0
7,7,100023,250113w,6757.0
7,7,100023,250120w,7032.0
7,7,100023,250127w,8334.0
7,7,100023,250203w,7092.0
7,7,100023,250210w,7886.0
7,7,100023,250217w,7797.0
7,7,100023,250224w,7728.0
7,7,100023,250303w,7222.0
7,7,100023,250310w,7929.0
7,7,100023,250317w,7444.0
7,7,100023,250324w,8251.0
7,7,100023,250331w,8175.0
7,7,100023,250407w,7948.0
7,7,100023,250414w,8192.0
7,7,100023,250421w,7840.0
7,7,100023,250428w,10185.0
7,7,100023,250505w,7368.0
7,7,100023,250512w,7810.0
7,7,100023,250519w,8548.0
7,7,100023,250526w,8698.0
7,7,100023,250602w,8263.0
7,7,100023,250609w,8120.0
7,7,100023,250616w,8566.0
7,7,100023,250623w,9224.0
7,7,100023,250630w,8237.0
7,7,100023,250707w,9350.0
7,7,100023,250714w,9518.0
7,7,100023,250721w,8040.0
7,7,100023,250728w,8902.0
7,7,100023,250804w,10492.0
7,7,100023,250811w,7444.0
7,7,100023,250818w,9237.0
7,7,100023,250825w,9504.0
7,7,100023,250901w,8939.0
7,7,100023,250908w,10698.0
7,7,100023,250915w,8000.0
7,7,100023,250922w,8877.0
7,7,100023,250929w,9826.0
7,7,100023,251006w,10580.0
7,7,100023,251013w,7990.0
7,7,100023,251020w,9643.0
7,7,100023,251027w,10499.0
7,7,100023,251103w,9484.0
7,7,100023,251110w,10732.0
7,7,100023,251117w,12033.0
7,7,100023,251124w,10395.0
7,7,100023,251201w,10836.0
7,7,100023,251208w,11239.0
7,7,100023,251215w,10882.0
7,7,100024,240101w,69.0
7,7,100024,240108w,163.0
7,7,100024,240115w,156.0
7,7,100024,240122w,125.0
7,7,100024,240129w,133.0
7,7,100024,240205w,174.0
7,7,100024,240212w,161.0
7,7,100024,240219w,122.0
7,7,100024,240226w,179.0
7,7,100024,240304w,183.0
7,7,100024,240311w,194.0
7,7,100024,240318w,140.0
7,7,100024,240325w,231.0
7,7,100024,240401w,206.0
7,7,100024,240408w,197.0
7,7,100024,240415w,226.0
7,7,100024,240422w,284.0
7,7,100024,240429w,182.0
7,7,100024,240506w,186.0
7,7,100024,240513w,268.0
7,7,100024,240520w,196.0
7,7,100024,240527w,234.0
7,7,100024,240603w,212.0
7,7,100024,240610w,272.0
7,7,100024,240617w,212.0
7,7,100024,240624w,247.0
7,7,100024,240701w,318.0
7,7,100024,240708w,307.0
7,7,100024,240715w,174.0
7,7,100024,240722w,270.0
7,7,100024,240729w,267.0
7,7,100024,240805w,280.0
7,7,100024,240812w,242.0
7,7,100024,240819w,265.0
7,7,100024,240826w,260.0
7,7,100024,240902w,235.0
7,7,100024,240909w,224.0
7,7,100024,240916w,272.0
7,7,100024,240923w,263.0
7,7,100024,240930w,260.0
7,7,100024,241007w,246.0
7,7,100024,241014w,216.0
7,7,100024,241021w,228.0
7,7,100024,241028w,318.0
7,7,100024,241104w,227.0
7,7,100024,241111w,188.0
7,7,100024,241118w,252.0
7,7,100024,241125w,270.0
7,7,100024,241202w,276.0
7,7,100024,241209w,266.0
7,7,100024,241216w,284.0
7,7,100024,241223w,465.0
7,7,100024,250106w,314.0
7,7,100024,250113w,232.0
7,7,100024,250120w,243.0
7,7,100024,250127w,302.0
7,7,100024,250203w,200.0
7,7,100024,250210w,235.0
7,7,100024,250217w,314.0
7,7,100024,250224w,231.0
7,7,100024,250303w,269.0
7,7,100024,250310w,262.0
7,7,100024,250317w,248.0
7,7,100024,250324w,308.0
7,7,100024,250331w,231.0
7,7,100024,250407w,268.0
7,7,100024,250414w,335.0
7,7,100024,250421w,329.0
7,7,100024,250428w,333.0
7,7,100024,250505w,218.0
7,7,100024,250512w,219.0
7,7,100024,250519w,267.0
7,7,100024,250526w,317.0
7,7,100024,250602w,301.0
7,7,100024,250609w,405.0
7,7,100024,250616w,320.0
7,7,100024,250623w,345.0
7,7,100024,250630w,394.0
7,7,100024,250707w,355.0
7,7,100024,250714w,403.0
7,7,100024,250721w,300.0
7,7,100024,250728w,417.0
7,7,100024,250804w,414.0
7,7,100024,250811w,325.0
7,7,100024,250818w,363.0
7,7,100024,250825w,410.0
7,7,100024,250901w,466.0
7,7,100024,250908w,415.0
7,7,100024,250915w,350.0
7,7,100024,250922w,359.0
7,7,100024,250929w,437.0
7,7,100024,251006w,425.0
7,7,100024,251013w,355.0
7,7,100024,251020w,408.0
7,7,100024,251027w,503.0
7,7,100024,251103w,369.0
7,7,100024,251110w,384.0
7,7,100024,251117w,450.0
7,7,100024,251124w,462.0
7,7,100024,251201w,466.0
7,7,100024,251208w,425.0
7,7,100024,251215w,466.0
7,7,100032,250811w,84.0
7,7,100034,240101w,393.0
7,7,100034,240108w,545.0
7,7,100034,240115w,496.0
7,7,100034,240122w,542.0
7,7,100034,240129w,470.0
7,7,100034,240205w,577.0
7,7,100034,240212w,481.0
7,7,100034,240219w,473.0
7,7,100034,240226w,627.0
7,7,100034,240304w,537.0
7,7,100034,240311w,616.0
7,7,100034,240318w,459.0
7,7,100034,240325w,574.0
7,7,100034,240401w,601.0
7,7,100034,240408w,491.0
7,7,100034,240415w,593.0
7,7,100034,240422w,832.0
7,7,100034,240429w,550.0
7,7,100034,240506w,642.0
7,7,100034,240513w,699.0
7,7,100034,240520w,639.0
7,7,100034,240527w,606.0
7,7,100034,240603w,713.0
7,7,100034,240610w,721.0
7,7,100034,240617w,748.0
7,7,100034,240624w,686.0
7,7,100034,240701w,717.0
7,7,100034,240708w,844.0
7,7,100034,240715w,663.0
7,7,100034,240722w,782.0
7,7,100034,240729w,824.0
7,7,100034,240805w,792.0
7,7,100034,240812w,657.0
7,7,100034,240819w,859.0
7,7,100034,240826w,859.0
7,7,100034,240902w,898.0
7,7,100034,240909w,842.0
7,7,100034,240916w,790.0
7,7,100034,240923w,868.0
7,7,100034,240930w,916.0
7,7,100034,241007w,883.0
7,7,100034,241014w,840.0
7,7,100034,241021w,842.0
7,7,100034,241028w,1045.0
7,7,100034,241104w,811.0
7,7,100034,241111w,804.0
7,7,100034,241118w,816.0
7,7,100034,241125w,896.0
7,7,100034,241202w,882.0
7,7,100034,241209w,1008.0
7,7,100034,241216w,1010.0
7,7,100034,241223w,1540.0
7,7,100034,250106w,1234.0
7,7,100034,250113w,999.0
7,7,100034,250120w,853.0
7,7,100034,250127w,963.0
7,7,100034,250203w,799.0
7,7,100034,250210w,885.0
7,7,100034,250217w,1119.0
7,7,100034,250224w,919.0
7,7,100034,250303w,972.0
7,7,100034,250310w,889.0
7,7,100034,250317w,850.0
7,7,100034,250324w,1119.0
7,7,100034,250331w,934.0
7,7,100034,250407w,1042.0
7,7,100034,250414w,1036.0
7,7,100034,250421w,948.0
7,7,100034,250428w,1222.0
7,7,100034,250505w,833.0
7,7,100034,250512w,956.0
7,7,100034,250519w,1056.0
7,7,100034,250526w,984.0
7,7,100034,250602w,1043.0
7,7,100034,250609w,1100.0
7,7,100034,250616w,1137.0
7,7,100034,250623w,1229.0
7,7,100034,250630w,1130.0
7,7,100034,250707w,1150.0
7,7,100034,250714w,1346.0
7,7,100034,250721w,874.0
7,7,100034,250728w,1359.0
7,7,100034,250804w,1255.0
7,7,100034,250811w,1063.0
7,7,100034,250818w,1233.0
7,7,100034,250825w,1171.0
7,7,100034,250901w,1364.0
7,7,100034,250908w,1310.0
7,7,100034,250915w,1199.0
7,7,100034,250922w,1260.0
7,7,100034,250929w,1316.0
7,7,100034,251006w,1412.0
7,7,100034,251013w,1296.0
7,7,100034,251020w,1329.0
7,7,100034,251027w,1595.0
7,7,100034,251103w,1202.0
7,7,100034,251110w,1288.0
7,7,100034,251117w,1544.0
7,7,100034,251124w,1291.0
7,7,100034,251201w,1345.0
7,7,100034,251208w,1245.0
7,7,100034,251215w,1354.0
7,7,100035,240101w,245.0
7,7,100035,240108w,423.0
7,7,100035,240115w,414.0
7,7,100035,240122w,414.0
7,7,100035,240129w,354.0
7,7,100035,240205w,446.0
7,7,100035,240212w,356.0
7,7,100035,240219w,413.0
7,7,100035,240226w,484.0
7,7,100035,240304w,359.0
7,7,100035,240311w,397.0
7,7,100035,240318w,389.0
7,7,100035,240325w,489.0
7,7,100035,240401w,393.0
7,7,100035,240408w,398.0
7,7,100035,240415w,455.0
7,7,100035,240422w,559.0
7,7,100035,240429w,444.0
7,7,100035,240506w,455.0
7,7,100035,240513w,537.0
7,7,100035,240520w,468.0
7,7,100035,240527w,491.0
7,7,100035,240603w,485.0
7,7,100035,240610w,553.0
7,7,100035,240617w,555.0
7,7,100035,240624w,527.0
7,7,100035,240701w,543.0
7,7,100035,240708w,664.0
7,7,100035,240715w,448.0
7,7,100035,240722w,567.0
7,7,100035,240729w,602.0
7,7,100035,240805w,608.0
7,7,100035,240812w,579.0
7,7,100035,240819w,641.0
7,7,100035,240826w,640.0
7,7,100035,240902w,649.0
7,7,100035,240909w,695.0
7,7,100035,240916w,555.0
7,7,100035,240923w,620.0
7,7,100035,240930w,678.0
7,7,100035,241007w,713.0
7,7,100035,241014w,630.0
7,7,100035,241021w,549.0
7,7,100035,241028w,770.0
7,7,100035,241104w,608.0
7,7,100035,241111w,638.0
7,7,100035,241118w,596.0
7,7,100035,241125w,727.0
7,7,100035,241202w,720.0
7,7,100035,241209w,759.0
7,7,100035,241216w,713.0
7,7,100035,241223w,1135.0
7,7,100035,250106w,956.0
7,7,100035,250113w,724.0
7,7,100035,250120w,607.0
7,7,100035,250127w,729.0
7,7,100035,250203w,547.0
7,7,100035,250210w,722.0
7,7,100035,250217w,829.0
7,7,100035,250224w,690.0
7,7,100035,250303w,635.0
7,7,100035,250310w,764.0
7,7,100035,250317w,666.0
7,7,100035,250324w,794.0
7,7,100035,250331w,626.0
7,7,100035,250407w,785.0
7,7,100035,250414w,854.0
7,7,100035,250421w,779.0
7,7,100035,250428w,821.0
7,7,100035,250505w,652.0
7,7,100035,250512w,734.0
7,7,100035,250519w,787.0
7,7,100035,250526w,738.0
7,7,100035,250602w,800.0
7,7,100035,250609w,859.0
7,7,100035,250616w,866.0
7,7,100035,250623w,876.0
7,7,100035,250630w,782.0
7,7,100035,250707w,996.0
7,7,100035,250714w,926.0
7,7,100035,250721w,659.0
7,7,100035,250728w,1033.0
7,7,100035,250804w,990.0
7,7,100035,250811w,765.0
7,7,100035,250818w,999.0
7,7,100035,250825w,862.0
7,7,100035,250901w,1039.0
7,7,100035,250908w,1033.0
7,7,100035,250915w,810.0
7,7,100035,250922w,973.0
7,7,100035,250929w,970.0
7,7,100035,251006w,1172.0
7,7,100035,251013w,817.0
7,7,100035,251020w,1036.0
7,7,100035,251027w,1076.0
7,7,100035,251103w,906.0
7,7,100035,251110w,1038.0
7,7,100035,251117w,1101.0
7,7,100035,251124w,1026.0
7,7,100035,251201w,1074.0
7,7,100035,251208w,957.0
7,7,100035,251215w,1136.0
7,7,100036,240101w,908.0
7,7,100036,240108w,1466.0
7,7,100036,240115w,1370.0
7,7,100036,240122w,1274.0
7,7,100036,240129w,1416.0
7,7,100036,240205w,1732.0
7,7,100036,240212w,1304.0
7,7,100036,240219w,1189.0
7,7,100036,240226w,1600.0
7,7,100036,240304w,1224.0
7,7,100036,240311w,1388.0
7,7,100036,240318w,1396.0
7,7,100036,240325w,1356.0
7,7,100036,240401w,1370.0
7,7,100036,240408w,1932.0
7,7,100036,240415w,1544.0
7,7,100036,240422w,1716.0
7,7,100036,240429w,1196.0
7,7,100036,240506w,1208.0
7,7,100036,240513w,1300.0
7,7,100036,240520w,1400.0
7,7,100036,240527w,1096.0
7,7,100036,240603w,1308.0
7,7,100036,240610w,1216.0
7,7,100036,240617w,1385.0
7,7,100036,240624w,1467.0
7,7,100036,240701w,1397.0
7,7,100036,240708w,1298.0
7,7,100036,240715w,1191.0
7,7,100036,240722w,1493.0
7,7,100036,240729w,1746.0
7,7,100036,240805w,1961.0
7,7,100036,240812w,1920.0
7,7,100036,240819w,1772.0
7,7,100036,240826w,1612.0
7,7,100036,240902w,1612.0
7,7,100036,240909w,1961.0
7,7,100036,240916w,1532.0
7,7,100036,240923w,1312.0
7,7,100036,240930w,1489.0
7,7,100036,241007w,1708.0
7,7,100036,241014w,1420.0
7,7,100036,241021w,1496.0
7,7,100036,241028w,1812.0
7,7,100036,241104w,1316.0
7,7,100036,241111w,1508.0
7,7,100036,241118w,1301.0
7,7,100036,241125w,1636.0
7,7,100036,241202w,1424.0
7,7,100036,241209w,1731.0
7,7,100036,241216w,1695.0
7,7,100036,241223w,2182.0
7,7,100036,250106w,1642.0
7,7,100036,250113w,1268.0
7,7,100036,250120w,1095.0
7,7,100036,250127w,1548.0
7,7,100036,250203w,1196.0
7,7,100036,250210w,1106.0
7,7,100036,250217w,1292.0
7,7,100036,250224w,1091.0
7,7,100036,250303w,1051.0
7,7,100036,250310w,1332.0
7,7,100036,250317w,1351.0
7,7,100036,250324w,1293.0
7,7,100036,250331w,1236.0
7,7,100036,250407w,1127.0
7,7,100036,250414w,1215.0
7,7,100036,250421w,1201.0
7,7,100036,250428w,1310.0
7,7,100036,250505w,1034.0
7,7,100036,250512w,1266.0
7,7,100036,250519w,1218.0
7,7,100036,250526w,1358.0
7,7,100036,250602w,1254.0
7,7,100036,250609w,1337.0
7,7,100036,250616w,1261.0
7,7,100036,250623w,1497.0
7,7,100036,250630w,1267.0
7,7,100036,250707w,1275.0
7,7,100036,250714w,1535.0
7,7,100036,250721w,1270.0
7,7,100036,250728w,1487.0
7,7,100036,250804w,1345.0
7,7,100036,250811w,1085.0
7,7,100036,250818w,1525.0
7,7,100036,250825w,1336.0
7,7,100036,250901w,1392.0
7,7,100036,250908w,3593.0
7,7,100036,250915w,1074.0
7,7,100036,250922w,1540.0
7,7,100036,250929w,1421.0
7,7,100036,251006w,1468.0
7,7,100036,251013w,1250.0
7,7,100036,251020w,1361.0
7,7,100036,251027w,3474.0
7,7,100036,251103w,1031.0
7,7,100036,251110w,1413.0
7,7,100036,251117w,1662.0
7,7,100036,251124w,1231.0
7,7,100036,251201w,1439.0
7,7,100036,251208w,1369.0
7,7,100036,251215w,1345.0
7,7,100037,240101w,804.0
7,7,100037,240108w,1122.0
7,7,100037,240115w,1154.0
7,7,100037,240122w,1106.0
7,7,100037,240129w,1088.0
7,7,100037,240205w,1452.0
7,7,100037,240212w,1072.0
7,7,100037,240219w,1037.0
7,7,100037,240226w,1224.0
7,7,100037,240304w,1088.0
7,7,100037,240311w,1044.0
7,7,100037,240318w,1220.0
7,7,100037,240325w,1228.0
7,7,100037,240401w,1002.0
7,7,100037,240408w,1772.0
7,7,100037,240415w,1328.0
7,7,100037,240422w,1316.0
7,7,100037,240429w,972.0
7,7,100037,240506w,864.0
7,7,100037,240513w,980.0
7,7,100037,240520w,944.0
7,7,100037,240527w,976.0
7,7,100037,240603w,1044.0
7,7,100037,240610w,880.0
7,7,100037,240617w,1017.0
7,7,100037,240624w,1243.0
7,7,100037,240701w,1101.0
7,7,100037,240708w,1042.0
7,7,100037,240715w,1015.0
7,7,100037,240722w,1213.0
7,7,100037,240729w,1346.0
7,7,100037,240805w,1497.0
7,7,100037,240812w,1408.0
7,7,100037,240819w,1292.0
7,7,100037,240826w,1404.0
7,7,100037,240902w,1220.0
7,7,100037,240909w,1505.0
7,7,100037,240916w,1116.0
7,7,100037,240923w,1000.0
7,7,100037,240930w,1081.0
7,7,100037,241007w,1292.0
7,7,100037,241014w,1028.0
7,7,100037,241021w,1128.0
7,7,100037,241028w,1468.0
7,7,100037,241104w,908.0
7,7,100037,241111w,1212.0
7,7,100037,241118w,997.0
7,7,100037,241125w,1252.0
7,7,100037,241202w,1136.0
7,7,100037,241209w,1387.0
7,7,100037,241216w,1207.0
7,7,100037,241223w,1694.0
7,7,100037,250106w,1250.0
7,7,100037,250113w,868.0
7,7,100037,250120w,935.0
7,7,100037,250127w,1180.0
7,7,100037,250203w,1044.0
7,7,100037,250210w,770.0
7,7,100037,250217w,908.0
7,7,100037,250224w,947.0
7,7,100037,250303w,635.0
7,7,100037,250310w,972.0
7,7,100037,250317w,1071.0
7,7,100037,250324w,989.0
7,7,100037,250331w,788.0
7,7,100037,250407w,959.0
7,7,100037,250414w,951.0
7,7,100037,250421w,921.0
7,7,100037,250428w,966.0
7,7,100037,250505w,714.0
7,7,100037,250512w,1010.0
7,7,100037,250519w,874.0
7,7,100037,250526w,1150.0
7,7,100037,250602w,910.0
7,7,100037,250609w,1073.0
7,7,100037,250616w,973.0
7,7,100037,250623w,1257.0
7,7,100037,250630w,931.0
7,7,100037,250707w,1035.0
7,7,100037,250714w,1231.0
7,7,100037,250721w,870.0
7,7,100037,250728w,1247.0
7,7,100037,250804w,1121.0
7,7,100037,250811w,717.0
7,7,100037,250818w,1213.0
7,7,100037,250825w,1072.0
7,7,100037,250901w,1120.0
7,7,100037,250908w,2881.0
7,7,100037,250915w,962.0
7,7,100037,250922w,1148.0
7,7,100037,250929w,989.0
7,7,100037,251006w,1140.0
7,7,100037,251013w,1021.0
7,7,100037,251020w,963.0
7,7,100037,251027w,2800.0
7,7,100037,251103w,759.0
7,7,100037,251110w,1181.0
7,7,100037,251117w,1273.0
7,7,100037,251124w,965.0
7,7,100037,251201w,1134.0
7,7,100037,251208w,1113.0
7,7,100037,251215w,1023.0
7,7,100038,241209w,44.0
7,7,100038,241216w,134.0
7,7,100038,241223w,154.0
7,7,100038,250106w,146.0
7,7,100038,250113w,154.0
7,7,100038,250120w,106.0
7,7,100038,250127w,162.0
7,7,100038,250203w,112.0
7,7,100038,250210w,184.0
7,7,100038,250217w,122.0
7,7,100038,250224w,132.0
7,7,100038,250303w,146.0
7,7,100038,250310w,242.0
7,7,100038,250317w,178.0
7,7,100038,250324w,132.0
7,7,100038,250331w,198.0
7,7,100038,250407w,190.0
7,7,100038,250414w,178.0
7,7,100038,250421w,224.0
7,7,100038,250428w,220.0
7,7,100038,250505w,226.0
7,7,100038,250512w,196.0
7,7,100038,250519w,190.0
7,7,100038,250526w,278.0
7,7,100038,250602w,268.0
7,7,100038,250609w,300.0
7,7,100038,250616w,232.0
7,7,100038,250623w,394.0
7,7,100038,250630w,314.0
7,7,100038,250707w,310.0
7,7,100038,250714w,316.0
7,7,100038,250721w,268.0
7,7,100038,250728w,398.0
7,7,100038,250804w,364.0
7,7,100038,250811w,228.0
7,7,100038,250818w,374.0
7,7,100038,250825w,319.0
7,7,100038,250901w,270.0
7,7,100038,250908w,564.0
7,7,100038,250915w,294.0
7,7,100038,250922w,372.0
7,7,100038,250929w,282.0
7,7,100038,251006w,360.0
7,7,100038,251013w,316.0
7,7,100038,251020w,332.0
7,7,100038,251027w,588.0
7,7,100038,251103w,282.0
7,7,100038,251110w,304.0
7,7,100038,251117w,430.0
7,7,100038,251124w,280.0
7,7,100038,251201w,354.0
7,7,100038,251208w,310.0
7,7,100038,251215w,304.0
7,7,100039,241209w,46.0
7,7,100039,241216w,164.0
7,7,100039,241223w,154.0
7,7,100039,250106w,194.0
7,7,100039,250113w,158.0
7,7,100039,250120w,160.0
7,7,100039,250127w,190.0
7,7,100039,250203w,136.0
7,7,100039,250210w,172.0
7,7,100039,250217w,158.0
7,7,100039,250224w,174.0
7,7,100039,250303w,184.0
7,7,100039,250310w,354.0
7,7,100039,250317w,232.0
7,7,100039,250324w,314.0
7,7,100039,250331w,242.0
7,7,100039,250407w,252.0
7,7,100039,250414w,232.0
7,7,100039,250421w,262.0
7,7,100039,250428w,264.0
7,7,100039,250505w,258.0
7,7,100039,250512w,296.0
7,7,100039,250519w,286.0
7,7,100039,250526w,366.0
7,7,100039,250602w,312.0
7,7,100039,250609w,450.0
7,7,100039,250616w,310.0
7,7,100039,250623w,380.0
7,7,100039,250630w,384.0
7,7,100039,250707w,372.0
7,7,100039,250714w,374.0
7,7,100039,250721w,368.0
7,7,100039,250728w,516.0
7,7,100039,250804w,418.0
7,7,100039,250811w,282.0
7,7,100039,250818w,512.0
7,7,100039,250825w,357.0
7,7,100039,250901w,394.0
7,7,100039,250908w,626.0
7,7,100039,250915w,382.0
7,7,100039,250922w,452.0
7,7,100039,250929w,396.0
7,7,100039,251006w,424.0
7,7,100039,251013w,461.0
7,7,100039,251020w,360.0
7,7,100039,251027w,666.0
7,7,100039,251103w,344.0
7,7,100039,251110w,390.0
7,7,100039,251117w,507.0
7,7,100039,251124w,356.0
7,7,100039,251201w,417.0
7,7,100039,251208w,400.0
7,7,100039,251215w,464.0
7,7,100040,240101w,2306.0
7,7,100040,240108w,2434.0
7,7,100040,240115w,2324.0
7,7,100040,240122w,2263.0
7,7,100040,240129w,2481.0
7,7,100040,240205w,2846.0
7,7,100040,240212w,2306.0
7,7,100040,240219w,2700.0
7,7,100040,240226w,2790.0
7,7,100040,240304w,2326.0
7,7,100040,240311w,2484.0
7,7,100040,240318w,2384.0
7,7,100040,240325w,2940.0
7,7,100040,240401w,2250.0
7,7,100040,240408w,2732.0
7,7,100040,240415w,2768.0
7,7,100040,240422w,3260.0
7,7,100040,240429w,2116.0
7,7,100040,240506w,2358.0
7,7,100040,240513w,2784.0
7,7,100040,240520w,2350.0
7,7,100040,240527w,2638.0
7,7,100040,240603w,2400.0
7,7,100040,240610w,2286.0
7,7,100040,240617w,2460.0
7,7,100040,240624w,3290.0
7,7,100040,240701w,2466.0
7,7,100040,240708w,4628.0
7,7,100040,240715w,2236.0
7,7,100040,240722w,2822.0
7,7,100040,240729w,2848.0
7,7,100040,240805w,3340.0
7,7,100040,240812w,4266.0
7,7,100040,240819w,3928.0
7,7,100040,240826w,3034.0
7,7,100040,240902w,3876.0
7,7,100040,240909w,7700.0
7,7,100040,240916w,2960.0
7,7,100040,240923w,2726.0
7,7,100040,240930w,2664.0
7,7,100040,241007w,3924.0
7,7,100040,241014w,2598.0
7,7,100040,241021w,3132.0
7,7,100040,241028w,3344.0
7,7,100040,241104w,5670.0
7,7,100040,241111w,2857.0
7,7,100040,241118w,2926.0
7,7,100040,241125w,3338.0
7,7,100040,241202w,3166.0
7,7,100040,241209w,4052.0
7,7,100040,241216w,3423.0
7,7,100040,241223w,5137.0
7,7,100040,250106w,3828.0
7,7,100040,250113w,3030.0
7,7,100040,250120w,4536.0
7,7,100040,250127w,3195.0
7,7,100040,250203w,2756.0
7,7,100040,250210w,2873.0
7,7,100040,250217w,5695.0
7,7,100040,250224w,3275.0
7,7,100040,250303w,2777.0
7,7,100040,250310w,4057.0
7,7,100040,250317w,2919.0
7,7,100040,250324w,4198.0
7,7,100040,250331w,4160.0
7,7,100040,250407w,3443.0
7,7,100040,250414w,3636.0
7,7,100040,250421w,5648.0
7,7,100040,250428w,3596.0
7,7,100040,250505w,3238.0
7,7,100040,250512w,3529.0
7,7,100040,250519w,8748.0
7,7,100040,250526w,3800.0
7,7,100040,250602w,3519.0
7,7,100040,250609w,3655.0
7,7,100040,250616w,4265.0
7,7,100040,250623w,6591.0
7,7,100040,250630w,3833.0
7,7,100040,250707w,4195.0
7,7,100040,250714w,4130.0
7,7,100040,250721w,8449.0
7,7,100040,250728w,4132.0
7,7,100040,250804w,5128.0
7,7,100040,250811w,3451.0
7,7,100040,250818w,4146.0
7,7,100040,250825w,4333.0
7,7,100040,250901w,4763.0
7,7,100040,250908w,4568.0
7,7,100040,250915w,7267.0
7,7,100040,250922w,4588.0
7,7,100040,250929w,4272.0
7,7,100040,251006w,4369.0
7,7,100040,251013w,4165.0
7,7,100040,251020w,9015.0
7,7,100040,251027w,5695.0
7,7,100040,251103w,3873.0
7,7,100040,251110w,4636.0
7,7,100040,251117w,7164.0
7,7,100040,251124w,4247.0
